,B,C,PB228,PB317,PB411,PB428,PB512,PB602,PB613,CB228,CB317,CB411,CB428,CB512,CB602,CB613,HB228,HB317,HB411,HB428,HB512,HB602,HB613,PC228,PC317,PC411,PC428,PC512,PC602,PC613,CC228,CC317,CC411,CC428,CC512,CC602,CC613,HC228,HC317,HC411,HC428,HC512,HC602,HC613,PBC228,PBC317,PBC411,PBC428,PBC512,PBC602,PBC613,CBC228,CBC317,CBC411,CBC428,CBC512,CBC602,CBC613,HBC228,HBC317,HBC411,HBC428,HBC512,HBC602,HBC613,PCK317,PCK411,PCK428,PCK512,PCK602,PCK613,PCK228,CCK317,CCK411,CCK428,CCK512,CCK602,CCK613,CCK228,HCK317,HCK411,HCK428,HCK512,HCK602,HCK613,HCK228,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu296,0,0,28,0,0,9,12,14,0,7,1,0,1,0,0,0,0,0,0,0,0,0,17,28,3,72,2,42,32,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,28,14,1,28,5,71,0,7,0,0,0,1,0,0,0,0,0,0,0,0,35,27,0,4,25,16,0,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
Zotu62,0,0,616,227,0,18,30,49,46,12,64,9,7,21,2,2,70,67,70,79,45,71,60,616,1054,194,47,16,126,34,12,15,2,0,0,0,6,70,17,39,5,33,23,164,616,1118,61,73,23,73,65,12,12,0,3,0,0,4,70,46,123,8,25,50,63,4371,413,118,89,204,29,616,20,13,30,3,3,3,12,151,11,17,38,50,131,70,k__Fungi,,,,,,
Zotu120,0,0,159,272,0,23,380,15,0,0,0,0,0,0,0,0,1,5,0,0,2,3,634,159,50,11,552,38,139,5,0,0,0,0,0,0,0,1,0,2,0,5,0,316,159,222,0,444,328,39,6,0,0,0,0,0,0,0,1,4,0,2,45,2,192,80,3,75,43,32,9,159,0,0,0,0,0,0,0,47,0,6,11,10,710,1,k__Fungi,,,,,,
Zotu37,1,0,202,216,206,57,101,16,0,408,609,720,434,775,38,44,33,38,24,18,8,0,59,202,446,147,37,36,6,0,408,171,48,23,124,37,32,33,145,36,5,2,0,5,202,598,382,38,19,4,0,408,227,366,521,214,29,11,33,73,10,4,0,2,787,324,324,43,143,16,0,202,353,1865,178,405,108,155,408,116,27,15,10,6,0,33,k__Fungi,,,,,,
Zotu328,0,0,54,30,0,53,34,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,54,22,2,11,25,3,3,0,0,0,0,0,0,0,0,3,0,0,0,4,11,54,17,7,25,41,21,1,0,0,0,0,0,0,0,0,2,0,0,5,2,36,8,5,3,16,16,0,54,0,0,0,0,0,0,0,11,2,0,2,10,24,0,k__Fungi,,,,,,
Zotu231,0,0,200,0,8,8,40,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,200,24,2,11,21,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,200,12,31,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,3,0,47,4,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi,,,,,,
Zotu60,0,0,601,243,24,0,421,421,0,5,36,3,32,44,38,66,0,2,0,0,0,0,474,601,388,70,24,592,350,0,5,23,0,3,9,10,15,0,3,0,0,1,0,312,601,50,14,45,236,58,0,5,29,16,18,14,32,64,0,0,5,0,0,5,377,67,20,377,158,39,0,601,68,8,36,32,131,2,5,0,1,33,0,0,154,0,k__Fungi,,,,,,
Zotu12,0,0,145,27,16,38,59,291,270,10,15,19,3,9,26,16,208,345,434,169,357,414,238,145,247,79,81,110,387,137,10,1,1,1,2,12,3,208,65,97,57,386,630,210,145,204,35,177,83,715,1946,10,29,5,7,19,9,17,208,135,210,485,96,633,232,201,835,521,1112,1894,296,145,12,5,29,3,15,2,10,211,39,39,57,162,1193,208,k__Fungi,,,,,,
Zotu655,0,0,10,2,0,39,1,1,1,0,1,0,2,2,0,0,3,0,0,0,1,1,0,10,7,0,2,2,2,9,0,0,0,0,0,0,0,3,1,1,0,9,11,10,10,8,0,3,0,36,3,0,0,0,0,0,0,0,3,0,3,2,6,7,8,2,0,1,3,17,0,10,0,0,0,0,0,0,0,0,0,2,9,0,0,3,k__Fungi,,,,,,
Zotu201,0,0,139,88,25,19,9,0,12,0,0,0,0,0,0,0,274,24,11,0,0,0,8,139,36,0,2,55,4,0,0,0,0,0,0,0,0,274,11,1713,4,9,17,0,139,29,5,10,1,14,3,0,0,0,0,0,0,1,274,40,16,22,0,12,11,6,23,0,0,13,0,139,0,0,0,0,0,0,0,30,10,16,26,21,0,274,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu632,0,0,45,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,2,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu977,0,0,1,2,4,50,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,2,13,0,0,0,0,0,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu725,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,16,17,23,23,83,68,0,0,0,4,0,0,0,33,0,0,0,0,0,0,0,16,3,7,74,7,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,1,2,8,1,20,0,0,0,0,0,0,50,0,0,0,0,2,0,0,0,13,38,22,23,32,0,16,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rosea
Zotu921,0,0,40,4,0,19,3,4,0,0,0,0,0,4,0,0,0,3,0,1,1,0,1,40,4,24,7,1,0,0,0,0,0,0,0,0,0,0,0,17,2,2,1,4,40,2,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,1,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi,,,,,,
Zotu1294,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu290,0,0,0,9,0,209,15,0,32,0,0,0,0,0,0,0,0,1,15,0,0,17,9,0,63,16,252,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,106,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu41,1,6,450,839,119,279,427,186,103,1032,942,180,316,604,277,137,58,128,161,167,458,269,290,450,530,195,71,148,415,66,1032,192,46,17,242,112,221,58,229,169,71,880,129,112,450,3565,756,191,147,59,70,1032,138,460,560,260,281,205,58,759,81,308,176,61,680,396,1030,7620,208,226,100,450,495,939,85,253,390,44,1032,269,131,464,2340,157,313,58,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
Zotu1203,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,k__Fungi,,,,,,
Zotu65,0,0,408,3695,213,11,14,54,0,0,1,0,0,2,2,0,0,0,0,0,0,0,8,408,1022,125,4,10,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,408,529,74,18,4,13,0,0,0,0,0,0,1,0,0,5,0,0,0,0,84,3487,458,61,118,116,0,408,3,7,1,1,0,2,0,0,0,0,0,0,198,0,k__Fungi,,,,,,
Zotu49,0,0,436,263,351,286,134,33,16,0,0,0,35,0,0,0,0,16,0,0,193,14,143,436,346,381,348,603,381,19,0,0,0,10,0,0,23,0,1,76,77,22,14,332,436,182,74,526,954,363,32,0,278,25,0,45,1,82,0,101,23,37,327,286,264,696,593,493,712,1002,136,436,37,0,2,0,0,0,0,240,94,40,524,1719,715,0,k__Fungi,,,,,,
Zotu90,0,0,103,502,389,382,241,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,103,76,24,91,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,103,57,4,302,608,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,24,25,59,21,177,0,103,0,0,0,0,0,0,0,0,0,0,0,0,198,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu89,0,0,42,70,50,4,21,59,0,552,200,49,340,116,84,42,0,0,0,0,0,0,14,42,113,353,41,39,15,0,552,48,15,16,40,34,120,0,0,0,0,0,0,54,42,47,276,155,194,29,0,552,3731,46,106,82,231,95,0,0,0,0,0,0,96,7,6,22,20,0,0,42,124,120,36,256,209,7,552,19,6,1,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
Zotu32,5,0,178,432,212,248,995,2328,0,0,0,0,0,0,0,0,0,6,0,0,40,0,1291,178,506,1074,457,1266,1235,0,0,0,0,0,0,0,3,0,1,0,4,0,0,406,178,377,388,255,273,253,0,0,6,0,0,0,0,0,0,17,4,1,0,1,100,917,901,769,4302,368,0,178,0,0,0,0,0,0,0,0,0,15,8,0,531,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
Zotu622,0,0,48,24,0,0,13,0,0,0,0,2,0,0,4,0,0,0,0,8,0,0,0,48,20,6,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,48,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,8,2,0,0,0,0,48,13,0,0,0,1,0,0,0,0,0,0,0,13,0,k__Fungi,,,,,,
Zotu79,0,0,0,0,0,0,0,0,0,2431,278,138,1318,2223,289,220,3,60,5,0,0,137,0,0,149,4,0,2,0,2,2431,147,252,57,76,88,527,3,7,0,0,1,8,0,0,0,14,0,0,0,16,2431,24,81,44,120,76,370,3,0,4,0,0,3,0,2,7,40,0,0,11,0,25,287,38,141,460,43,2431,26,137,7,17,2,0,3,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,s__Pyrenochaeta_sp
Zotu467,0,0,213,8,0,5,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,213,16,2,33,30,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,213,14,8,9,21,44,1,0,0,0,0,0,0,0,0,0,0,2,2,0,43,6,2,0,0,11,0,213,0,0,0,0,0,0,0,0,0,0,0,0,99,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu384,0,0,11,19,0,59,17,7,0,0,3,6,0,2,5,1,0,0,0,0,0,0,10,11,7,15,32,8,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,17,11,12,9,46,32,21,0,0,19,1,13,1,2,19,0,0,0,0,0,0,22,3,5,5,4,11,0,11,7,9,20,5,9,7,0,0,0,0,0,0,60,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu107,1,0,35,690,24,26,71,169,6,0,0,0,0,0,0,0,3,1,0,5,0,0,64,35,25,183,18,143,147,0,0,0,0,0,0,0,0,3,0,0,0,5,4,477,35,101,23,12,4,145,3,0,0,0,0,0,0,0,3,0,0,0,2,0,11,300,86,17,264,1130,0,35,0,0,0,0,0,0,0,0,0,1,0,0,1230,3,k__Fungi,,,,,,
Zotu782,0,0,0,0,0,0,0,0,0,0,5,5,9,5,9,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,16,6,14,12,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,52,26,11,15,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,11,5,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu4,9,0,10,44,10,88,0,2,0,3300,9796,5183,8872,3123,10653,2617,37,4,2,19,0,5,0,10,0,0,2,0,0,0,3300,8084,6712,3449,6271,8283,3153,37,7,1,0,0,0,0,10,20,1,5,0,0,0,3300,13430,6624,6572,4365,6696,12382,37,3,1,2,0,6,11,8,0,40,2,0,0,10,12443,9418,1704,6368,6970,1842,3300,19,65,697,0,8,15,37,k__Fungi,,,,,,
Zotu54,0,0,151,142,93,697,133,33,461,28,686,143,45,81,90,66,585,389,187,341,364,454,42,151,45,42,114,21,10,294,28,130,52,151,20,57,132,585,112,136,92,123,178,47,151,264,16,141,175,292,94,28,154,37,50,86,109,69,585,2077,84,195,289,120,82,22,22,324,11,75,706,151,152,71,397,155,87,1004,28,524,407,110,281,430,41,585,k__Fungi,,,,,,
Zotu243,0,0,19,3,0,47,20,1,7,2,0,6,0,0,0,0,6,30,133,9,8,22,5,19,30,0,1,0,25,37,2,0,0,0,0,0,0,6,12,1382,265,93,50,0,19,32,12,222,18,60,41,2,0,0,0,0,0,0,6,16,302,54,73,78,19,14,3,1,0,22,35,19,0,0,0,0,0,0,2,20,11,15,22,14,45,6,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu5843,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu783,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu2101,0,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_sp
Zotu87,0,0,238,296,119,586,135,99,0,15,43,45,11,28,108,52,4,0,4,5,0,9,122,238,211,91,334,351,161,10,15,19,17,0,5,2,10,4,0,0,2,1,1,340,238,290,89,1001,725,404,3,15,132,61,100,102,61,84,4,2,0,2,5,0,464,173,183,77,136,979,9,238,70,23,150,23,16,27,15,9,0,0,6,0,930,4,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rosea
Zotu165,0,0,137,146,50,130,78,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,137,30,17,25,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,137,23,4,6,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,51,28,4,101,0,137,0,0,0,0,0,0,0,0,0,0,0,0,478,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu302,0,0,10,34,0,12,27,62,0,0,0,0,0,0,0,0,5,0,0,0,18,0,34,10,130,391,52,108,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,83,10,47,183,66,41,65,0,0,4,0,0,0,0,0,5,0,8,1,0,0,4,52,60,117,40,44,0,10,0,0,0,0,0,0,0,0,0,0,0,0,68,5,k__Fungi,p__Ascomycota,,,,,
Zotu3985,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Pestalotiopsidaceae,g__Pestalotiopsis,s__Pestalotiopsis_sp
Zotu92,0,0,34,109,52,2777,99,7,131,12,87,64,12,66,378,88,356,95,36,108,36,73,31,34,20,5,65,15,14,130,12,14,6,9,2,16,4,356,46,66,81,62,107,10,34,28,10,158,117,16,125,12,4,3,7,18,4,16,356,38,63,43,114,128,46,27,9,1,28,15,1265,34,17,7,68,18,4,15,12,324,251,60,430,300,96,356,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu220,0,0,9,12,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,340,47,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu263,0,0,4,0,0,2,25,10,0,34,41,7,6,11,1,4,0,0,0,0,0,0,141,4,53,2,24,41,33,0,34,1,0,0,3,0,3,0,0,0,0,0,0,164,4,3,12,1,31,0,0,34,0,0,6,9,6,0,0,0,0,0,0,0,59,13,12,21,152,21,0,4,0,0,122,4,10,11,34,0,0,0,0,0,16,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Articulospora,s__Articulospora_sp
Zotu1477,0,0,1,5,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu16,0,0,651,427,253,594,441,237,41,226,899,669,2019,785,848,304,37,42,44,10,33,51,138,651,66,122,539,186,264,15,226,666,1248,769,1087,616,382,37,32,25,24,73,530,220,651,140,157,415,285,194,14,226,556,718,468,1989,809,579,37,430,22,5,18,28,146,226,173,203,848,391,76,651,1353,234,417,482,1335,753,226,154,13,30,71,27,51,37,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu1765,0,0,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu863,0,0,13,3,17,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,33,54,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,6,4,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,27,0,k__Fungi,p__Ascomycota,,,,,
Zotu703,0,0,4,24,0,20,8,10,5,0,0,0,0,0,0,0,3,2,11,10,6,26,2,4,12,10,10,1,28,0,0,0,0,0,0,0,0,3,1,0,5,5,8,13,4,12,11,38,30,42,6,0,0,0,0,0,0,0,3,1,4,11,14,7,1,8,4,2,16,19,0,4,0,0,0,0,0,0,0,0,3,0,5,5,3,3,k__Fungi,,,,,,
Zotu3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1014,0,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,4,3,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricomycetes_ord_Incertae_sedis,f__Agaricomycetes_fam_Incertae_sedis,g__Agaricomycetes_gen_Incertae_sedis,s__Agaricomycetes_sp
Zotu688,0,0,154,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,78,1,4,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,154,7,1,0,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,7,54,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,s__Serendipita_sp
Zotu256,0,0,11,142,19,25,16,14,130,8,12,19,6,15,6,13,203,72,21,43,98,66,24,11,27,11,58,77,6,160,8,19,3,5,3,2,17,203,18,82,38,54,36,56,11,42,12,267,169,2,13,8,12,4,7,8,6,40,203,34,16,63,91,42,60,10,43,38,30,59,211,11,21,2,27,22,13,13,8,69,26,45,97,141,14,203,k__Fungi,p__Ascomycota,,,,,
Zotu185,0,0,5,26,0,48,30,12,325,3,6,8,2,16,17,9,138,118,55,244,186,211,21,5,8,4,51,5,6,128,3,8,3,9,8,7,7,138,25,19,25,32,47,37,5,59,1,176,37,34,48,3,5,3,3,8,0,2,138,23,18,41,19,37,66,6,20,1,26,14,207,5,5,0,48,4,1,34,3,35,675,33,67,47,58,138,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_salmonis
Zotu2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Herpotrichiellaceae_gen_Incertae_sedis,s__Herpotrichiellaceae_sp
Zotu778,0,0,0,2,0,0,0,0,0,1,11,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,1,6,0,0,2,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,23,0,0,1,5,0,1,0,0,0,34,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu128,0,0,381,340,75,849,234,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,381,23,16,28,201,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,381,271,130,165,58,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,309,110,215,483,655,0,381,0,0,1,2,0,0,0,0,0,0,0,0,1699,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu551,0,0,2,0,22,1,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,2,1,1,5,2,3,0,0,2,0,0,1,29,0,0,0,0,0,0,0,13,2,6,1,11,17,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,2,19,0,2,6,3,0,4,1,1,0,0,0,0,0,0,11,0,k__Fungi,,,,,,
Zotu196,0,0,76,230,21,50,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,76,44,67,830,71,0,1,0,0,0,0,0,0,0,0,0,4,1,7,0,18,76,144,51,195,241,10,2,0,1,0,1,0,0,0,0,0,2,0,0,0,132,54,3,36,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,102,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu287,0,0,55,128,25,153,34,12,18,6,28,4,7,29,2,14,342,0,2,19,25,28,57,55,31,0,50,17,2,4,6,15,3,24,8,2,32,342,0,28,3,13,24,69,55,7,0,1,3,28,104,6,14,0,3,1,2,5,342,0,4,17,7,10,55,6,56,8,0,13,12,55,30,1,223,54,13,49,6,28,72,13,12,33,101,342,k__Fungi,p__Ascomycota,,,,,
Zotu691,0,0,0,4,0,0,4,3,0,0,0,0,1,1,0,0,8,31,15,0,1,0,6,0,6,0,197,7,60,25,0,0,0,0,0,1,0,8,92,15,9,15,5,1,0,0,3,0,9,30,18,0,4,0,1,0,0,0,8,9,10,20,51,26,0,3,0,0,0,0,61,0,0,0,12,1,0,0,0,31,4,9,7,13,0,8,k__Fungi,,,,,,
Zotu271,32,0,0,75,0,9,4,0,0,42,149,27,65,97,2,19,14,1,5,5,0,0,2,0,38,5,0,0,3,0,42,32,9,0,8,11,8,14,24,3,0,0,3,0,0,14,5,0,2,0,0,42,16,46,30,4,0,1,14,1,9,0,0,0,0,19,38,0,13,0,10,0,256,46,1,40,1,3,42,0,4,1,14,1,0,14,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu638,0,0,17,65,0,0,17,0,21,1,4,0,0,0,1,0,10,2,0,0,2,5,2,17,14,0,9,4,5,1,1,0,0,6,1,1,0,10,0,0,0,3,1,13,17,20,0,31,11,9,4,1,2,0,0,0,0,0,10,0,0,3,0,0,10,3,0,5,0,12,38,17,2,0,4,0,0,3,1,4,0,6,5,3,62,10,k__Fungi,,,,,,
